channel,video_id,title,views,list,ch_index,hooks
UnrealLife,I-L2UQJepWY,Choose your bedroom to relax🛏️😳 #vibes #chill #aesthetic #bedroom,187000,popular,3.7777777777777777,"['choice', 'cozy_ambience']"
UnrealLife,Gn8mCFyZ_IU,Choose your dream bedroom 🛏️😳 #vibes #chill #bedroom #aesthetic,164000,popular,3.313131313131313,"['choice', 'fantasy_ai']"
UnrealLife,sSsASfxoL9I,Choose your dream bedroom😴🛏️ #vibes #bedroom #aesthetic #chill,144000,popular,2.909090909090909,"['choice', 'fantasy_ai']"
UnrealLife,kcDhScLj6cs,Choose Your Dream Bedroom😳💤 #bedroom #aesthetic #vibes #chill,143000,popular,2.888888888888889,"['choice', 'fantasy_ai']"
UnrealLife,CPb_WlfJo3o,Choose your dream bedroom😌💤 #vibes #bedroom #chill #aesthetic,140000,popular,2.8282828282828283,"['choice', 'fantasy_ai']"
UnrealLife,JGblunbKSfQ,Choose your dream bedroom🛏️💤 #vibes #bedroom #chill #aesthetic,134000,popular,2.707070707070707,"['choice', 'fantasy_ai']"
UnrealLife,JUzQZtHQY9c,Choose your dream bedroom🛏️💤 #vibes #chill #bedroom #aesthetic,130000,popular,2.6262626262626263,"['choice', 'fantasy_ai']"
UnrealLife,6q4kONKg1As,Where are you napping the hardest?💤😴 #aesthetic #relatable #chill #vibes,125000,popular,2.525252525252525,['question']
UnrealLife,SKfV-IxPD0k,Choose your DREAM bedroom😳💭 #bedroom #vibes #chill #aesthetic,112000,popular,2.2626262626262625,"['choice', 'fantasy_ai']"
UnrealLife,XGO-2Mw6ceM,Choose your dream bedroom💤😳 #vibes #chill #aesthetic #bedroom,112000,popular,2.2626262626262625,"['choice', 'fantasy_ai']"
UnrealLife,M4D75RFFFcs,Which bed is your favorite?😳💤 #vibes #bedroom #chill #aesthetic,111000,popular,2.242424242424242,['question']
UnrealLife,zlXTM29JgI0,Choose your dream bedroom😳🛏️ #vibes #chill #aesthetic #bedroom,106000,popular,2.1414141414141414,"['choice', 'fantasy_ai']"
UnrealLife,mOSAg71I14w,Choose your dream bedroom😳💤 #vibes #chill #bedroom #aesthetic,104000,popular,2.101010101010101,"['choice', 'fantasy_ai']"
UnrealLife,AP-zzNsz0fg,Choose your DREAM bedroom😳💤 #vibes #aesthetic #chill #bedroom,103000,popular,2.080808080808081,"['choice', 'fantasy_ai']"
UnrealLife,_9GX2jPa9dI,Times when life feels unreal Pt.35 #aesthetic #relatable #nostalgia #vibes,98000,popular,1.97979797979798,['curiosity']
UnrealLife,OWbU7LsesdQ,Choose your dream bedroom 💤😳 #vibes #chill #bedroom #aesthetic,96000,popular,1.9393939393939394,"['choice', 'fantasy_ai']"
UnrealLife,1-7BuLDGW14,Choose your DREAM bedroom 💭🌧️ #aesthetic #vibes #bedroom  #chill,95000,popular,1.9191919191919191,"['choice', 'fantasy_ai']"
UnrealLife,uNPahvhPQXU,Choose your dream bedroom 🛏️💤 Pt.20 #aesthetic #vibes #bedroom #chill,95000,popular,1.9191919191919191,"['choice', 'fantasy_ai']"
UnrealLife,uuqGNu5Q9VU,Choose your dream bedroom😳💤 #vibes #chill #bedroom #aesthetic,93000,popular,1.878787878787879,"['choice', 'fantasy_ai']"
UnrealLife,liesbI7ieXU,Choose your dream bedroom🥺💤 #vibes #chill #aesthetic #bedroom,89000,popular,1.797979797979798,"['choice', 'fantasy_ai']"
UnrealLife,Kb8qdDZEr20,Choose your DREAM bedroom Pt.16😳 #aesthetic #vibes #chill,80000,popular,1.6161616161616161,"['choice', 'fantasy_ai']"
UnrealLife,_GT4kqYvgQQ,Choose your dream bedroom🛏️😳💤 #vibes #chill #aesthetic #bedroom,79000,popular,1.595959595959596,"['choice', 'fantasy_ai']"
UnrealLife,Ptk6cHM6FhM,Choose your dream bedroom 😴💤 #vibes #aestheic #chill #relatable,76000,both,1.5353535353535352,"['choice', 'fantasy_ai']"
UnrealLife,tP3TXvIdbUg,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #vibes,74000,both,1.494949494949495,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,KhutjDBdD3U,Choose your FAVORITE bedroom 🛏️ #vibes #bedroom #chill #aesthethic,70000,popular,1.4141414141414141,['choice']
UnrealLife,dacwr2pkxR0,Choose your dream bedroom 😳 #aesthetic #relatable #vibes #chill,68000,popular,1.3737373737373737,"['choice', 'fantasy_ai']"
UnrealLife,jaxWkBidJ3s,Choose your dream bedroom 🛏️😴 Pt.40 #vibes #chill #aesthetic #bedroom,67000,popular,1.3535353535353536,"['choice', 'fantasy_ai']"
UnrealLife,WEF-Dkpeq9g,Choose your DREAM bedroom 😴🌧️ #aesthetic #vibes #relatable #chill,63000,popular,1.2727272727272727,"['choice', 'fantasy_ai']"
UnrealLife,zTnQVz0oVAE,Where are you napping the hardest?😴 #aesthetic #vibes #chill,63000,popular,1.2727272727272727,['question']
UnrealLife,-5XvbKRAr9c,Choose Your Dream Bedroom💤😳 Pt.41 #vibes #bedroom #chill #aesthetic,62000,popular,1.2525252525252526,"['choice', 'fantasy_ai']"
UnrealLife,5-a7qKGvsEY,Choose your dream bedroom 😴🛏️ #aesthetic #chill #relatable #vibes,57000,popular,1.1515151515151516,"['choice', 'fantasy_ai']"
UnrealLife,7cc3SwO0kcs,Choose your dream bedroom 😴🛏️ #relaxing #aesthetic #relatable #vibes,52000,both,1.0505050505050506,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,kZEgq0tGxhU,Choose your dream bedroom🛏️💤 #relatable #aesthetic #vibes #chill,52000,popular,1.0505050505050506,"['choice', 'fantasy_ai']"
UnrealLife,_Z506FOuZHQ,Times when life feels unreal Pt.36 #aesthetic #relatable #nostalgia #vibes,51000,popular,1.0303030303030303,['curiosity']
UnrealLife,0vR_TRsR7ZQ,Choose your DREAM bedroom💤 #aesthetic #vibes #chill,50000,popular,1.0101010101010102,"['choice', 'fantasy_ai']"
UnrealLife,AFwZh5R_0ug,Choose your dream bedroom 😴💤 #relatable #aesthetic #relaxing #vibes,49000,both,0.98989898989899,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,GDD-pNW0Tz8,Times when life hits different Pt.40 #aesthetic #nostalgia #relatable  #vibes,48000,popular,0.9696969696969697,['descriptive']
UnrealLife,2Qy1C42y2oI,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #viral,10000,newest,0.20202020202020202,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,8h2k3EKp904,Choose your dream bedroom 😴🛏️ #cozy #relatable #vibes #aesthetic,9500,newest,0.1919191919191919,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,d_CqoUpZ_GM,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #vibes,12000,newest,0.24242424242424243,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,5DyiLMQu68M,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #vibes,23000,newest,0.46464646464646464,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,AiJMvJiYmw4,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #vibes,19000,newest,0.3838383838383838,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,NwGHZTv2VZc,Choose your dream bedroom 😴🛏️ #bedroom #relatable  #cozy #aesthetic,23000,newest,0.46464646464646464,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,tUXoCOSQU3M,Choose your dream bedroom 😴🛏️ #bedroom #cozy #aesthetic #relatable,30000,newest,0.6060606060606061,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,lBZyDhbXXBQ,Choose your dream bedroom 😴🛏️ #bedroom #cozy #aesthetic #relatable,26000,newest,0.5252525252525253,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,VjMaKrjW1gg,Choose your dream bedroom 😴🛏️ #bedroom #cozy #aesthetic #relatable,18000,newest,0.36363636363636365,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,snmEzLIbPX8,Choose your dream bedroom 😴🛏️ #aesthetic #cozy #relatable #vibes,8400,newest,0.1696969696969697,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,OX8DtZkvI54,Choose your dream bedroom 😴🛏️ #cozy #aesthetic #relatable #vibes,6600,newest,0.13333333333333333,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,SG1vB8l0sN4,Choose your dream bedroom 😴💤 #relatable #relaxing #aesthetic #vibes,36000,newest,0.7272727272727273,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,3MX3NrT7cE4,Choose your dream bedroom 😴💤 #relatable #aesthetic #vibes #relaxing,40000,newest,0.8080808080808081,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,fr1W_vTB9XU,Choose your dream bedroom 😪🛏️ #relatable #aesthetic #relaxing #vibes,35000,newest,0.7070707070707071,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,hkIvkII5gEI,Choose your dream bedroom 😴🛏️ #relatable #aesthetic #relaxing #vibes,33000,newest,0.6666666666666666,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,dCpOyTQOsNo,Choose your dream bedroom 😪🛏️ #relatable #aesthetic #relaxing #vibes,38000,newest,0.7676767676767676,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,BmqUEcwp9cU,Choose your dream bedroom 😪🛏️ #relatable #aesthetic #relaxing #vibes,27000,newest,0.5454545454545454,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,ugxvlae7G-I,Choose your dream bedroom 😴🛏️ #relatable #aesthetic #relaxing #vibes,22000,newest,0.4444444444444444,"['choice', 'fantasy_ai', 'cozy_ambience']"
UnrealLife,d58-Y2kAjQg,Choose your dream bedroom 😴💤 #relatable #aesthetic #relaxing #vibes,26000,newest,0.5252525252525253,"['choice', 'fantasy_ai', 'cozy_ambience']"
