handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
cookwithgrace2026,https://www.instagram.com/cookwithgrace2026/,Instagram,AI Food,AI Home-Cook Persona (Healthy Recipes),US/EN,"vermutlich 2026 (Handle-Suffix ""2026"")",UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-23),ESTIMATED (nur Handle-Indiz),127822,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AvatarFactory: 2026-09-10=90147 -> 09-22=123298; Instastatistics 09-26=127822,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",89,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"16.4 (ESTIMATED aus letzten 6 Posts, 2026-09-23..2026-09-25)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DdLqlynBtZx/,336000,2026-09-12,https://www.instagram.com/reel/DdLqlynBtZx/|336K|2026-09-12; https://www.instagram.com/reel/Dc8HM4iR-zS/|251K|2026-09-06; https://www.instagram.com/reel/Dc49JFpR-2r/|205K|2026-09-05; https://www.instagram.com/reel/Dc5UgDgxmcu/|149K|2026-09-05; https://www.instagram.com/reel/Dc3y_68zDo1/|149K|2026-09-04,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",0 (Top-5 lt. AvatarFactory <1M),"Top-Reel 17.082 Kommentare bei 10.244 Likes -> Comment-Bait ""RECIPE""",LIKELY,AvatarFactory-KI-Influencer-Verzeichnis (ohne Selbstauskunft),UNKNOWN,"C (A moeglich, Alter unbestaetigt)",nein,ja: eigenes E-Book (trycrave.store) + Comment-to-DM,https://www.trycrave.store/products/ebook,https://www.instastatistics.com/cookwithgrace2026 | https://avatarfactory.io/ai-influencers/grace-williams,2026-09-26,"+37,7K (+42%) in 16 Tagen; 89 Posts."
chefdos_ia,https://www.instagram.com/chefdos_ia/,Instagram,AI Food,AI Kitchen-Tips Persona (BR/PT),BR/PT,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-21),UNKNOWN,204914,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AvatarFactory: 2026-09-17=173000 -> 09-25=203000; Instastatistics 09-26=204914,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",107,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"9.2 (ESTIMATED aus letzten 6 Posts, 2026-09-21..2026-09-25)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DdUZ5pBKK2P/,359000,2026-09-15,https://www.instagram.com/reel/DdUZ5pBKK2P/|359K|2026-09-15; https://www.instagram.com/reel/DdMRmoeKi3u/|145K|2026-09-12; https://www.instagram.com/reel/DdbDt5MqTMP/|125K|2026-09-18; https://www.instagram.com/reel/DdfAiRQqo3I/|117K|2026-09-19; https://www.instagram.com/reel/DdZRYYvKQFH/|39.7K|2026-09-17,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",0 (Top-5 lt. AvatarFactory <1M),Extrem hohe Kommentarquote (z. B. 18.734 Kommentare/24.978 Likes) -> Kommentar-Mechanik,LIKELY,"Handle-Suffix ""_ia"" (= inteligência artificial) + Listung im AvatarFactory-KI-Influencer-Verzeichnis; keine Selbstauskunft",UNKNOWN,-,nein,keine sichtbar,keiner,https://www.instastatistics.com/chefdos_ia | https://avatarfactory.io/ai-influencers/alan-diolino,2026-09-26,"+31,9K (+18%) in 9 Tagen; 107 Posts (knapp ueber C-Schwelle)."
hoosierdogdad,https://www.instagram.com/hoosierdogdad/,Instagram,AI Pets,AI Dog-Dad Persona (Hundepflege-Tipps),US/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-23),UNKNOWN,107187,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AvatarFactory: 2026-09-12=100257 -> 09-24=105000; Instastatistics 09-26=107187,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",249,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"13.3 (ESTIMATED aus letzten 6 Posts, 2026-09-23..2026-09-25)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DdjsL2xxAq1/,314000,2026-09-21,https://www.instagram.com/reel/DdjsL2xxAq1/|314K|2026-09-21; https://www.instagram.com/reel/DZxnRxRxnDK/|143K|2026-06-19; https://www.instagram.com/reel/DbMO8HIxbkI/|99.4K|2026-07-24; https://www.instagram.com/reel/DbIqQLqRNFq/|51.5K|2026-07-23; https://www.instagram.com/reel/Dc82MMBx5qH/|23.2K|2026-09-06,"THIRD-PARTY OBSERVED (AvatarFactory-Scanner, taegliche Snapshots, Seite abgerufen 2026-09-26)",0 (Top-5 lt. AvatarFactory <1M),UNKNOWN,VERIFIED,"Captions: ""#syntheticperformer #ironpawspartner #ad""",UNKNOWN,-,nein,"ja: Hunde-Multivitamin (#ironpawspartner #ad, linktwin.co)",https://linktwin.co/xfujvm,https://www.instastatistics.com/hoosierdogdad | https://avatarfactory.io/ai-influencers/benny-harmon,2026-09-26,"+6,9K in 14 Tagen. Gleiche Offenlegungs-/Affiliate-Mechanik wie hua_jin123 (vermutlich gleicher Betreiber-Typ)."
grannybuilder,https://www.instagram.com/grannybuilder/,Instagram,AI Satisfying/ASMR,AI Granny + Katze: DIY/Topiary/Bunker-Timelapse,EN,"YouTube-Zwilling ""Granny Builder"" erster Upload 2026-04-16 (NexLev)",UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-06),"THIRD-PARTY OBSERVED (NexLev, YouTube-Zwilling; IG-Start selbst UNKNOWN)",218856,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,170,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"16.5 (ESTIMATED aus letzten 6 Posts, 2026-07-06..2026-07-08)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,letzte Posts 847-1.747 Likes (niedrig vs. 219K Follower); letzte Posts 2026-07-06..07-08 (IG evtl. pausiert),LIKELY,"NexLev klassifiziert YT-Zwilling als AI-Content (isAIContent=true); Captions beschreiben unrealistische Szenen (""Granny Grew a Hula-Hooping Gorilla Topiary"")",UNKNOWN,A (ESTIMATED via YT-Zwilling <6 Mon.),nein,nur Facebook-Link,https://facebook.com/grannybuilder,https://www.instastatistics.com/grannybuilder | https://www.youtube.com/@grannybuilder,2026-09-26,"YT: 140K Abos, 171 Uploads, Median 626K Views, Top-Short 7,9M (NexLev). Copycat gefunden: @grandpabuilder (13 Follower)."
grandpabuilder,https://www.instagram.com/grandpabuilder/,Instagram,AI Satisfying/ASMR,Copycat AI Grandpa Builder,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-08-13),UNKNOWN,13,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"5.4 (ESTIMATED aus letzten 4 Posts, 2026-08-13..2026-08-17)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY,"Formatkopie von grannybuilder (""90yo Grandpa ... giant wire art ... time-lapses""); keine Selbstauskunft",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/grandpabuilder,2026-09-26,Sattigungs-/Copycat-Indikator: 13 Follower nach 4 Posts (Aug 2026).
aliaboutine,https://www.instagram.com/aliaboutine/,Instagram,AI Animals,"AI Animals/Impossible Clips (Katzen, Maeuse), frueher AI ASMR",EN,UNKNOWN,"<= 2025-06-19 (Reel DLGCBpuyP7w, Suchsnippet)",ESTIMATED (Shortcode-Datum),925172,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,454,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.0 (ESTIMATED aus letzten 6 Posts, 2026-09-21..2026-09-26)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DdrgxEoM-wz/,UNKNOWN (41.317 Likes),2026-09-24,UNKNOWN,THIRD-PARTY OBSERVED (Instastatistics) (nur Likes),UNKNOWN,letzte 6 Reels: 146-41.317 Likes (stark schwankend),VERIFIED,"Reel-Titel im Suchindex: ""Satisfying AI ASMR Glass Cutting Made with Veo 3""; Bio ""Bringing the impossible to your feed / Get my tools & prompt guides""",Veo 3,-,nein,"ja: Linktree mit ""tools & prompt guides"" (Info-Produkt/Tool-Affiliate)",https://linktr.ee/aaboutine,https://www.instastatistics.com/aliaboutine | https://www.instagram.com/reel/DLGCBpuyP7w/ | https://linktr.ee/aaboutine,2026-09-26,"925K Follower, verifiziert; Alter >12 Monate wahrscheinlich -> Legacy-Kontext. Pivot von Glass-Cutting-ASMR (2025) zu AI-Katzen/Tier-Sketches (2026)."
talesofaicats,https://www.instagram.com/talesofaicats/,Instagram,AI Animals,"AI Cat Stories/Hybrid-Tiere (""Dovecat"", ""Dolmacat"")",EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-17),UNKNOWN,170043,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,289,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"4.0 (ESTIMATED aus letzten 6 Posts, 2026-09-17..2026-09-25)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,letzte 6 Posts nur 21-411 Likes bei 170K Followern -> niedrige Reichweite aktuell,VERIFIED,"Bio: ""heartwarming AI cat adventures""; Caption erwaehnt ""free AI tools""","UNKNOWN (nennt nur ""free AI tools"")",-,nein,keine sichtbar (Collab per DM/Mail),keiner,https://www.instastatistics.com/talesofaicats,2026-09-26,Etablierter AI-Cat-Account (289 Posts); Alter unbekannt; aktuelles Engagement schwach -> Saettigung AI-Cat-Stories.
zawpolyshorts,https://www.instagram.com/zawpolyshorts/,Instagram,AI Pets,AI/3D Cat-Behaviour-Explainer,EN,YouTube-Zwilling erster Upload 2026-05-21 (NexLev),<= 2026-07-28 (aeltester der 6 sichtbaren Posts),"THIRD-PARTY OBSERVED (NexLev, YT-Zwilling)",16072,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,9,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"0.6 (ESTIMATED aus letzten 6 Posts, 2026-07-28..2026-09-25)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/Dbwms0RorBC/,UNKNOWN (189.747 Likes),2026-08-08,https://www.instagram.com/reel/Dbwms0RorBC/|UNKNOWN (189747 Likes)|2026-08-08; https://www.instagram.com/reel/Dc7CgLTAGHY/|UNKNOWN (98257 Likes)|2026-09-05; https://www.instagram.com/reel/DbUORKdIaZn/|UNKNOWN (83116 Likes)|2026-07-28; https://www.instagram.com/reel/DcR1veBsjo7/|UNKNOWN (78526 Likes)|2026-08-20; https://www.instagram.com/reel/DduiY_oMj_G/|UNKNOWN (8874 Likes)|2026-09-25,"THIRD-PARTY OBSERVED (Instastatistics) (Likes, keine Views)",UNKNOWN,"Like/Follower-Ratio bis 11,8x (189.747 Likes bei 16.072 Followern)",LIKELY,"NexLev klassifiziert YT-Zwilling als AI-Content (isAIContent=true; YT 108K Abos, 9 Uploads, Median 10M Views)",UNKNOWN,-,"ja (stark: Likes >> Follower, nur 9 Posts)","ja: eigener Merch-Shop (zawpolyshorts.com, ""cat merch"")",http://zawpolyshorts.com,https://www.instastatistics.com/zawpolyshorts | https://www.youtube.com/@zawpolyshorts,2026-09-26,Bester Emerging Outlier im AI-Pets-Bereich; Likes >100K deuten auf Reels im Millionenbereich (nicht verifiziert).
rawnaturepov,https://www.instagram.com/rawnaturepov/,Instagram,AI Nature/Wildlife-Surreal,"AI ""Micro-Camera""-Tier-POV / Miniature-FX",EN/Hindi,YouTube-Zwilling erster Upload 2026-01-19 (NexLev),UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-08),"THIRD-PARTY OBSERVED (NexLev, YT-Zwilling)",133232,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,68,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"2.0 (ESTIMATED aus letzten 6 Posts, 2026-09-08..2026-09-25)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,letzte Posts nur 51-109 Likes bei 133K Followern -> Reichweitenverlust auf IG,VERIFIED,"Caption-Hashtags ""#aivideo #aigenerated"" (Reel DdG_KjKu1-o); NexLev isAIContent=true",UNKNOWN,C,nein,Promo/Collab-Anfragen per Mail; YouTube-Link,https://www.youtube.com/@Rawnaturepov,https://www.instastatistics.com/rawnaturepov | https://www.youtube.com/@Rawnaturepov | https://vuela.ai/blog/ai-animal-video-14-million-views-ai-generated,2026-09-26,"Gehoert zum Feb-2026-Trend ""Micro-Kamera am Tier"" (vgl. vuela.ai). Bio behauptet ""Real Field Biology"" trotz #aigenerated -> Irrefuehrungsrisiko. YT: 219K Abos, Top 9,6M (NexLev)."
leonagatestudio,https://www.instagram.com/leonagatestudio/,Instagram,AI Satisfying/ASMR,Geode/Agate-Cutting-Reveal ASMR,EN,YouTube-Zwilling erster Upload 2026-02-26 (NexLev),UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-06-05),"THIRD-PARTY OBSERVED (NexLev, YT-Zwilling)",51659,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,42,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.9 (ESTIMATED aus letzten 6 Posts, 2026-06-05..2026-06-23)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DZM9l3hJETh/,UNKNOWN (103.832 Likes),2026-06-05,UNKNOWN,THIRD-PARTY OBSERVED (Instastatistics) (Likes),UNKNOWN,1 Reel mit 103.832 Likes (>2x Followerzahl); sonst 588-1.758 Likes; letzter Post 2026-06-23,LIKELY,"Nur NexLev-Klassifikation des YT-Zwillings (isAIContent=true; YT Top 6,5M); keine Selbstauskunft, Echtheit der Steinschnitte nicht ausgeschlossen",UNKNOWN,D,ja (1 Reel >> Follower),keine (FB-Link),https://www.facebook.com/share/1Cg16fV1oR/?mibextid=wwXIfr,https://www.instastatistics.com/leonagatestudio | https://www.youtube.com/@LeonAgateStudio,2026-09-26,Schwacher KI-Beleg -> nur unter Vorbehalt zaehlen.
aicatdrama,https://www.instagram.com/aicatdrama/,Instagram,AI Animals,AI Cat Drama (Orange Cat),EN,UNKNOWN,UNKNOWN (sichtbare Posts 2026-03-27..04-02),UNKNOWN,13528,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,46,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.1 (ESTIMATED aus letzten 6 Posts, 2026-03-28..2026-04-02)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,max. 1.114 Likes; letzter Post 2026-04-02 (inaktiv?),VERIFIED,"Bio ""ai creator"" + App-Referral; Hashtag #aicat",Flashloop-App (Referral-Link in Bio),-,nein,ja: App-Referral-Code (links.flashloop.app),https://links.flashloop.app/ABL2vUu6,https://www.instastatistics.com/aicatdrama,2026-09-26,"13,5K Follower bei 46 Posts; wachstumsmaessig unauffaellig, Monetarisierung ueber Tool-Referral."
catstory.ai,https://www.instagram.com/catstory.ai/,Instagram,AI Animals,Daily AI Cat Stories (JP-Hashtags),JP/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-22),UNKNOWN,4311,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,627,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"9.5 (ESTIMATED aus letzten 6 Posts, 2026-09-22..2026-09-26)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4-12 Likes pro Post bei 4.311 Followern; ~12 Posts/Woche,VERIFIED,"Bio ""Daily AI Cat Stories""; Hashtags #生成AI #AI動画",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/catstory.ai,2026-09-26,"Saettigungsindikator: hohe Frequenz, kaum Resonanz."
nova.picot,https://www.instagram.com/nova.picot/,Instagram,AI Pets,AI Pet/Character-Influencer (Picsart Persona),EN,Case Study Picsart 2026-04-23: in 15 Tagen 2.000+ Follower,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-20),THIRD-PARTY OBSERVED (Picsart-Blog),16388,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Picsart-Blog (2026-04-23): ""2,000+ followers"" nach 15 Tagen; heute 16.388",SELF-REPORTED (Picsart = Tool-Anbieter),70,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.2 (ESTIMATED aus letzten 6 Posts, 2026-07-20..2026-07-31)",UNKNOWN,UNKNOWN,UNKNOWN,"700000 Impressions (Picsart, ein Reel)",UNKNOWN,UNKNOWN,SELF-REPORTED,UNKNOWN,letzte Posts 47-240 Likes; letzter Post 2026-07-31,VERIFIED,"Bio ""crafted by AI""; Picsart-Case-Study",Picsart Persona,-,nein,keine sichtbar,keiner,https://www.instastatistics.com/nova.picot | https://picsart.com/blog/ai-pet-influencers-trend/,2026-09-26,"Tool-Anbieter-Demo-Account; ~8x Follower seit April, danach Posting-Pause."
artful.intelligence,https://www.instagram.com/artful.intelligence/,Instagram,AI Cute Creatures,Cute AI Images (Tiere/Szenen),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-03-22),UNKNOWN,40691,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1122,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"5.3 (ESTIMATED aus letzten 6 Posts, 2026-03-22..2026-03-29)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,letzte Posts 6-9 Likes (Maerz 2026),VERIFIED,"Bio ""Images made with @bing and ChatGPT""","Bing Image Creator, ChatGPT",-,nein,UNKNOWN,keiner,https://www.instastatistics.com/artful.intelligence,2026-09-26,"Legacy (1.122 Posts), Bild-statt-Reel-Format, inaktiv seit 2026-03."
pets.ai,https://www.instagram.com/pets.ai/,Instagram,AI Pets,AI Pet-Portrait-Produkt,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2023-01-28),UNKNOWN,62560,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,57,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"0.9 (ESTIMATED aus letzten 6 Posts, 2023-01-28..2023-03-09)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""The World's Best AI Pet Pic Generator""",UNKNOWN (eigener Generator),-,nein,ja: Eigenshop petworldofficial.com (AI-Pet-Produkt),https://www.petworldofficial.com/products/ai-pets?variant=43085899333796,https://www.instastatistics.com/pets.ai,2026-09-26,Legacy/inaktiv seit 2023; Kontext fuer Produkt-Monetarisierung.
cuteaianimals,https://www.instagram.com/cuteaianimals/,Instagram,AI Cute Creatures,Cute AI Animals (Bilder),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2023-04-06),UNKNOWN,4368,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,252,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"12.4 (ESTIMATED aus letzten 6 Posts, 2023-04-06..2023-04-09)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Name/Account ""Cute Artificial Intelligence Animals""",UNKNOWN,-,nein,Newsletter/Website cuteaianimals.com,https://www.cuteaianimals.com/pages/newsletter,https://www.instastatistics.com/cuteaianimals,2026-09-26,"Legacy 2023, inaktiv."
ai.puppies,https://www.instagram.com/ai.puppies/,Instagram,AI Pets,AI Puppies Digital Art,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-18),UNKNOWN,7,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,441,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">5/Tag (ESTIMATED, letzte 6 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"0 Likes auf juengsten Posts; 441 Posts, 7 Follower",VERIFIED,"Bio ""AI Puppies | Digital Art""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.puppies,2026-09-26,Saettigungs-/Spam-Indikator (Massenposting ohne Resonanz).
ai.food.creations,https://www.instagram.com/ai.food.creations/,Instagram,AI Food,AI Desserts/Torten-Ideen (Karussells/Bilder),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-02),UNKNOWN,593486,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1864,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.6 (ESTIMATED aus letzten 6 Posts, 2026-09-02..2026-09-24)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"letzte Posts 1.033-7.598 Likes; ""Giant Fruit Cake Ideas"" bester Post",VERIFIED,"Bio ""iva's ai generated sweets""; Hashtags #aifood #aicake, @openart_ai / #madewithopenart",OpenArt,-,nein,"ja: OpenArt-Link (vermutl. Partner), Custom-Designs per DM",https://openart.ai/,https://www.instastatistics.com/ai.food.creations,2026-09-26,"Legacy (1.864 Posts, ~593K). Kontext fuer AI-Food-Bildformat; Wachstum UNKNOWN."
aifruitdrama,https://www.instagram.com/aifruitdrama/,Instagram,AI Food,AI Fruit/Vegetable Character Drama,EN/IT,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-03-17),UNKNOWN,170,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,"111 (2026-04-19, ca. 160 Tage)",Instastatistics-Snapshot 2026-04-19=111,THIRD-PARTY OBSERVED (Instastatistics),2,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.7 (ESTIMATED aus letzten 2 Posts, 2026-03-17..2026-03-19)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DWEWovfDOLG/,60463,2026-03-19,https://www.instagram.com/reel/DWEWovfDOLG/|60463|2026-03-19; https://www.instagram.com/reel/DV_cy5BDJoH/|8549|2026-03-17,THIRD-PARTY OBSERVED (Instastatistics),"0 (2 Posts, Views sichtbar)",UNKNOWN,VERIFIED,Hashtags #fruitai #aifruit #ai,UNKNOWN,-,"ja (60K Views bei ~110-170 Followern, ~350x)",UNKNOWN,keiner,https://www.instastatistics.com/aifruitdrama,2026-09-26,"Fruit-Love-Island-Welle (Maerz 2026); nur 2 Posts, danach aufgegeben."
ai.fruit.drama,https://www.instagram.com/ai.fruit.drama/,Instagram,AI Food,AI Talking Food/Fruit Stories,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-06-10),UNKNOWN,10762,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,"9826 (2026-05-04, ca. 145 Tage)",Instastatistics-Snapshot 2026-05-04=9826,THIRD-PARTY OBSERVED (Instastatistics),123,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.0 (ESTIMATED aus letzten 6 Posts, 2026-06-10..2026-07-14)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,33-106 Likes; letzter Post 2026-07-14,VERIFIED,Hashtags #aistory #talkingfood; Accountname,UNKNOWN,-,nein,UNKNOWN,https://matias.ma/nsfw/,https://www.instastatistics.com/ai.fruit.drama,2026-09-26,"+9,5% in ~145 Tagen, Format abgekuehlt nach Fruit-Love-Island-Hype."
