handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
timetravelerpov_,https://www.instagram.com/timetravelerpov_/,Instagram,AI Time Travel / POV,Time-Traveler-POV,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,4521,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,268,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,LIKELY,Format-Klon des AI-Trends 'Time traveler POV'; keine explizite AI-Kennzeichnung im Snippet,UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/timetravelerpov_/,2026-09-26,Copycat mit geringer Traktion.
aitime_travel,https://www.instagram.com/aitime_travel/,Instagram,AI Time Travel,AI-Zeitreise-Clips,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,4566,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,253,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Profilname 'Aitimetraveler Ai Traveler',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/aitime_travel/,2026-09-26,"Copycat, geringe Traktion."
ai_time_travel,https://www.instagram.com/ai_time_travel/,Instagram,AI Time Travel,AI-Zeitreise-Clips,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Profilname 'AI Time Travel',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/ai_time_travel/reels/,2026-09-26,Keine Zahlen im Snippet.
promptedbyriley,https://www.instagram.com/promptedbyriley/,Instagram,AI History / POV,'POV: You wake up in Pompeii...',Englisch,UNKNOWN,UNKNOWN,UNKNOWN,8000,2026-09-26 (Instagram-Embed),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DHD2O0DIxBP/,UNKNOWN (391 Likes),~2025-03 (Shortcode),https://www.instagram.com/reel/DHD2O0DIxBP/|UNKNOWN (391 Likes)|~2025,VERIFIED (Likes via Embed),0 bekannt,,VERIFIED,Caption-Hashtags #ai #aiart; Handle 'prompted by',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DHD2O0DIxBP/,2026-09-26,Kleiner POV-Copycat.
pov_of.history,https://www.instagram.com/pov_of.history/,Instagram,AI History / POV,'POV: You wake up in the Prehistoric Era',Englisch,UNKNOWN,UNKNOWN,UNKNOWN,72,2026-09-26 (Instagram-Embed),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/pov_of.history/reel/DGTTbYUTE89/,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Caption #ai,UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/pov_of.history/reel/DGTTbYUTE89/,2026-09-26,Gescheiterter Copycat (Saettigungsindiz).
povofhistory,https://www.instagram.com/povofhistory/,Instagram,AI History / POV,WW2-POV,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,1422,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/povofhistory/reel/DHWnYFIgHHF/,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Caption '#pov #reels #ai #ww2',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/povofhistory/reel/DHWnYFIgHHF/,2026-09-26,Bio 'The Official POV of History'; kaum Traktion.
lookintohistory,https://www.instagram.com/lookintohistory/,Instagram,AI History / POV (gemischt),History-Theme-Page mit AI-POV-Reels,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,1000000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,1312,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/lookintohistory/reel/DGQnZG1pw7U/,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,LIKELY,Reel 'POV: you wake up as Poseidon' (AI-typisches Format); Account selbst nicht als AI gekennzeichnet,UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/lookintohistory/reel/DGQnZG1pw7U/,2026-09-26,"Legacy-Theme-Page, die AI-Formate uebernimmt -> nur Kontext."
aihistoryhub,https://www.instagram.com/aihistoryhub/,Instagram,AI History,AI-Geschichte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Profilname 'Ai HISTORY HUB',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/aihistoryhub/,2026-09-26,Keine Zahlen im Snippet.
historyaiart,https://www.instagram.com/historyaiart/,Instagram,AI History,AI-Visualisierung vergessener Geschichten,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Profilname 'History AI Art',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/historyaiart/,2026-09-26,Keine Zahlen im Snippet.
livinghistory.ai,https://www.instagram.com/livinghistory.ai/,Instagram,AI History,AI-Geschichte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Handle/Name 'LivingHistory.AI',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/livinghistory.ai/,2026-09-26,Keine Zahlen im Snippet.
historic.ai,https://www.instagram.com/historic.ai/,Instagram,AI History,AI-Geschichte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Handle 'historic.ai',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/historic.ai/,2026-09-26,Keine Zahlen im Snippet.
choly.ai,https://www.instagram.com/choly.ai/,Instagram,AI Time Travel (Meta/Tutorial),How-to 'Time Travel Vlog mit AI',Englisch,UNKNOWN,UNKNOWN,UNKNOWN,24000,2026-09-26 (Instagram-Embed),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DVy3EbkDk-v/,UNKNOWN (72 Likes),~2026-03 (Shortcode),,UNKNOWN,0 bekannt,,VERIFIED,Caption: 'How to Make a Time Travel Vlog With AI',UNKNOWN,-,nein,Tutorial-/Tool-Content (Monetarisierung nicht belegt),UNKNOWN,https://www.instagram.com/reel/DVy3EbkDk-v/,2026-09-26,Indiz fuer 'Picks & Shovels'-Welle rund um das Format.
ai_cinematic_photography,https://www.instagram.com/ai_cinematic_photography/,Instagram,AI Cinematic,Cinematic Stills/Film,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,126000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Name 'AI Cinematic Photography Productions',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/ai_cinematic_photography/,2026-09-26,
a.i.cinema,https://www.instagram.com/a.i.cinema/,Instagram,AI Cinematic / Trailer,"AI-Filmstills, fiktive Trailer",Englisch,UNKNOWN,UNKNOWN,UNKNOWN,1219,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,47,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Bio: 'AI film stills, human scripts'",UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/a.i.cinema/,2026-09-26,
aifilmsaustralia,https://www.instagram.com/aifilmsaustralia/,Instagram,AI Cinematic,AI-Kurzfilme,Australien / Englisch,UNKNOWN,UNKNOWN,UNKNOWN,1150,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,116,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Name 'AI Films',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/aifilmsaustralia/,2026-09-26,
skoolfilmmaking,https://www.instagram.com/skoolfilmmaking/,Instagram,AI Cinematic (Edu),AI-Filmmaking-Experimente/Tutorials,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,30000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Bio: 'exploring what's possible with AI Filmmaking',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/skoolfilmmaking/,2026-09-26,"Personen-Creator (Jamie Heinrich), nicht faceless; Randfall."
edward_dreamcast,https://www.instagram.com/edward_dreamcast/,Instagram,AI Fantasy / Retro-Worlds,Retro-Dream-Fantasy-Welten mit konsistentem Charakter,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,'a few thousand' (lt. Artikel),2026-08-24 (Artikel),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,184,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Bio 'AI reels + generative video', Hashtag #aifilm (Artikel)",nicht offengelegt,-,nein,UNKNOWN,UNKNOWN,https://www.thedaringcreatives.com/creator-stories/edward-dreamcast-ai-fantasy-worlds/,2026-09-26,Kleiner Qualitaets-Creator; Serien-Konsistenz als Differenzierung.
thedorbrothers,https://www.instagram.com/thedorbrothers/,Instagram,AI Cinematic / Music-Video,Satirische AI-Musikvideos/Cinematic Clips,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Artikel: generieren 50 Clips, behalten 2 pro Shot (AI-Workflow)",nicht spezifiziert,-,nein,UNKNOWN,UNKNOWN,https://www.thedaringcreatives.com/creator-stories/edward-dreamcast-ai-fantasy-worlds/ | https://www.instagram.com/thedorbrothers/,2026-09-26,Legacy-Studio (seit 2023/24) -> Kontext; keine Zahlen erhoben.
theaibibleofficial,https://www.instagram.com/theaibibleofficial/,Instagram,AI Bible/Religion,'Biblically accurate' Bibel-Szenen,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,1000000,2026-09-26 (Instagram-Embed),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,1359,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/theaibibleofficial/reel/DCE-0CKuW0E/,"UNKNOWN (404.919 Likes, 8.306 Kommentare)",~2024-11 (Shortcode),https://www.instagram.com/theaibibleofficial/reel/DCE-0CKuW0E/|UNKNOWN (404919 Likes)|~2024-11,VERIFIED (Likes via Embed),0 bekannt,,VERIFIED,"Name 'The AI Bible', Hashtag #AI",UNKNOWN,-,nein,"ja: Lead-Magnet 'FREE Illustrated book of Genesis', 'exclusive AI-powered Bible stories'",Genesis-Buch/Exklusiv-Content (lt. Bio-Snippet),https://www.instagram.com/theaibibleofficial/ | https://www.instagram.com/theaibibleofficial/reel/DCE-0CKuW0E/,2026-09-26,Legacy (2024) -> Kontext; 400K+ Likes auf einem Reel impliziert sehr wahrscheinlich Mio.-Views (nicht belegt).
aibibleverse,https://www.instagram.com/aibibleverse/,Instagram,AI Bible/Religion,Bibelverse visualisiert,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,102000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Bio: 'Using AI to bring The Bible to life',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/aibibleverse/,2026-09-26,
biblewithai,https://www.instagram.com/biblewithai/,Instagram,AI Bible/Religion,Taegliche AI-Bibelszenen,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,13000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,912,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Bio: 'AI to bring the Holy Scriptures alive, daily'",UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/biblewithai/,2026-09-26,
bible_with_ai,https://www.instagram.com/bible_with_ai/,Instagram,AI Bible/Religion,Bibel-Geschichten,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,3369,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Bio: 'Journeying through the Bible with AI',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/bible_with_ai/,2026-09-26,
